ID;Imagen;Nombre;Referencia;Tienda por defecto;Precio base;Precio final;Cantidad;Estado
3554;http://www.lataberna.com.ec/img/p/0.jpg;PISCO OCUCAJE ACHOLADO + VASO ROJO;50000614;La Taberna Remigio Crespo (Cuenca);21.2865;23.84;0;0
3424;http://www.lataberna.com.ec/img/p/0.jpg;L&M BLUE LABEL 10 S;10080965;La Taberna Remigio Crespo (Cuenca);2.621885;2.94;0;0
3618;http://www.lataberna.com.ec/img/p/0.jpg;LA CHAMIZA POLO PROF MALBEC + ESTUCHE;50000649;La Taberna Remigio Crespo (Cuenca);20.7115;23.2;0;0
3488;http://www.lataberna.com.ec/img/p/0.jpg;PISCO ESPECIAL 750 ML;10081041;La Taberna Remigio Crespo (Cuenca);13.225;14.81;0;0
3644;http://www.lataberna.com.ec/img/p/0.jpg;JOSE CUEVO GOLD + GRATIS 2 SHOTS;50000761;La Taberna Remigio Crespo (Cuenca);43.93;49.2;0;0
